id;spkid;full_name;pdes;name;prefix;neo;pha;H;diameter;albedo;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;e;a;q;i;om;w;ma;ad;n;tp;tp_cal;per;per_y;moid;moid_ld;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;rms
a0000001;2000001;     1 Ceres;1;Ceres;;N;N;3.4;939.4;0.09;0.2;JPL 47;2458600.5;58600;20190427;J2000;0.076009027;2.769165149;2.558683601;10.5940672;80.3055309;73.5976947;77.37209752;2.979646696;0.213885227;2458238.754;20180430.25;1683.145703;4.608201787;1.59478;620.6405326;4.819E-12;1.0328E-11;1.9569E-11;4.6089E-09;6.1688E-08;6.6248E-08;7.8207E-09;1.1113E-11;1.1965E-12;3.7829E-08;9.4159E-09;MBA;0.43301
a0000002;2000002;     2 Pallas;2;Pallas;;N;N;4.2;545;0.101;18;JPL 37;2459000.5;59000;20200531;J2000;0.229972259;2.773841435;2.135934854;34.83293159;173.0247412;310.2023924;144.9756755;3.411748015;0.213344586;2458320.962;20180721.46;1687.410992;4.619879512;1.23429;480.3486393;3.1934E-08;4.0337E-09;8.8322E-08;3.4694E-06;6.2724E-06;9.1282E-06;8.8591E-06;4.9613E-09;4.6536E-10;0.000040787;3.6807E-06;MBA;0.35936
a0000003;2000003;     3 Juno;3;Juno;;N;N;5.33;246.596;0.214;10.594;JPL 112;2459000.5;59000;20200531;J2000;0.256936435;2.668285288;1.98270558;12.9910435;169.8514825;248.0661933;125.4353546;3.353864996;0.226128698;2458445.792;20181123.29;1592.013769;4.358696149;1.03429;402.5146393;3.052E-08;3.4718E-09;8.1392E-08;3.2231E-06;0.000016646;0.000017721;8.1104E-06;4.3639E-09;4.4134E-10;0.000035288;3.1072E-06;MBA;0.33848
a0000004;2000004;     4 Vesta;4;Vesta;;N;N;3;525.4;0.4228;0.2;JPL 35;2458600.5;58600;20190427;J2000;0.08872146;2.361417894;2.151909451;7.141771088;103.810804;150.7285411;95.86193772;2.570926337;0.271609402;2458247.56;20180509.06;1325.432763;3.628837134;1.13948;443.4514316;2.3321E-10;1.5143E-09;1.9286E-09;2.1706E-07;3.8808E-07;1.7893E-07;1.2068E-06;1.6486E-09;2.6125E-10;4.1037E-06;1.2749E-06;MBA;0.3998
a0000005;2000005;     5 Astraea;5;Astraea;;N;N;6.9;106.699;0.274;3.14;JPL 114;2459000.5;59000;20200531;J2000;0.190913344;2.57403728;2.082619215;5.367427136;141.5710265;358.648418;17.84634261;3.065455345;0.238661203;2458925.723;20200317.22;1508.414421;4.12981361;1.09575;426.4330275;2.3737E-08;3.9709E-09;6.0924E-08;2.7408E-06;0.000028949;0.000029842;8.3038E-06;4.729E-09;5.5227E-10;0.000034743;3.4905E-06;MBA;0.52191
a0000006;2000006;     6 Hebe;6;Hebe;;N;N;5.8;185.18;0.2679;2.9;JPL 89;2459000.5;59000;20200531;J2000;0.203218826;2.424532679;1.931821993;14.73965332;138.6434315;239.7362732;190.6864963;2.917243364;0.261073031;2459649.029;20220310.53;1378.924506;3.775289545;0.973673;378.9243214;1.9786E-08;2.7482E-09;4.8119E-08;2.1918E-06;0.000011221;0.000013006;7.3922E-06;3.3067E-09;4.4388E-10;0.000028754;2.3445E-06;MBA;0.41032
a0000007;2000007;     7 Iris;7;Iris;;N;N;5.6;199.83;0.2766;10;110;2459000.5;59000;20200531;J2000;0.230145044;2.387375341;1.837932737;5.521598289;259.5639434;145.2015446;247.4258115;2.936817944;0.267191734;2459421.824;20210726.32;1347.347071;3.688835238;0.850693;331.0641948;1.9919E-08;2.0075E-09;4.7488E-08;2.5825E-06;0.000026412;0.000027075;7.0147E-06;2.4695E-09;3.3701E-10;0.000026627;1.6994E-06;MBA;0.38128
a0000008;2000008;     8 Flora;8;Flora;;N;N;6.5;147.491;0.226;1.025;JPL 118;2459000.5;59000;20200531;J2000;0.155832793;2.201414665;1.85836207;5.889080655;110.8765239;285.4589151;315.318013;2.54446726;0.301752788;2459148.575;20201026.07;1193.029574;3.266336959;0.87598;340.9051366;2.3644E-08;2.3084E-09;5.176E-08;3.2403E-06;0.00002432;0.000026646;0.000012092;2.6681E-09;4.7462E-10;0.000040187;1.8765E-06;MBA;0.54186
a0000009;2000009;     9 Metis;9;Metis;;N;N;6.3;190;0.118;;JPL 116;2459000.5;59000;20200531;J2000;0.123300238;2.386189446;2.091971719;5.576493847;68.90945926;6.33732452;23.91220404;2.680407172;0.267390943;2458911.072;20200302.57;1346.343282;3.686087013;1.10711;430.8539987;1.8414E-08;3.0893E-09;4.4258E-08;2.0074E-06;0.00002417;0.000026008;0.000010366;3.4702E-09;5.1927E-10;0.000038707;2.6146E-06;MBA;0.44895
a0000010;2000010;    10 Hygiea;10;Hygiea;;N;N;5.5;407.12;0.0717;6.8;JPL 96;2459000.5;59000;20200531;J2000;0.11211732;3.142435384;2.79011395;3.831786066;283.1984443;312.4129317;222.8505434;3.494756817;0.176931247;2459775.657;20220715.16;2034.688644;5.570673906;1.7803;692.839351;1.6346E-08;6.9236E-09;5.0952E-08;2.1734E-06;0.000028552;0.000030237;0.000011246;7.6998E-09;5.8474E-10;0.000064829;6.7244E-06;MBA;0.53434
a0000011;2000011;    11 Parthenope;11;Parthenope;;N;N;6.5;142.887;0.191;1.008;JPL 106;2459000.5;59000;20200531;J2000;0.099823315;2.452389779;2.207584102;4.631824772;125.5283793;195.3590505;21.70182202;2.697195457;0.25663733;2458915.938;20200307.44;1402.757738;3.840541378;1.19498;465.0503666;3.0687E-08;2.4094E-09;7.5664E-08;3.4188E-06;0.000024844;0.000027791;0.000012035;2.6499E-09;3.782E-10;0.000046873;2.0672E-06;MBA;0.46367
a0000012;2000012;    12 Victoria;12;Victoria;;N;N;7.3;115.087;0.163;1.199;JPL 119;2459000.5;59000;20200531;J2000;0.220439092;2.333777699;1.819321863;8.372748679;235.4010329;69.6942219;243.8347335;2.848233535;0.276448887;2459420.705;20210725.21;1302.229877;3.565311093;0.82468;320.9407156;2.4482E-08;2.3661E-09;5.7302E-08;2.5174E-06;0.000019033;0.000019947;7.3902E-06;2.8876E-09;4.2041E-10;0.0000271;1.9804E-06;MBA;0.54993
a0000013;2000013;    13 Egeria;13;Egeria;;N;N;6.8;202.636;0.07;7.87;JPL 91;2459000.5;59000;20200531;J2000;0.085283111;2.576063889;2.356369146;16.53553175;43.2210228;80.4145424;283.0025922;2.795758633;0.238379623;2459323.503;20210419;1510.196194;4.13469184;1.4357;558.731369;3.2661E-08;3.4708E-09;8.3919E-08;3.7826E-06;0.000012765;0.000025806;0.000022196;3.7668E-09;4.8176E-10;0.000093199;3.0521E-06;MBA;0.56183
a0000014;2000014;    14 Irene;14;Irene;;N;N;6.5;152;0.159;;JPL 84;2459000.5;59000;20200531;J2000;0.166249875;2.586377164;2.156392285;9.121448014;86.12399137;97.80167129;259.7957126;3.016362044;0.236955224;2459423.383;20210727.88;1519.274374;4.159546541;1.18081;459.5358277;3.0094E-08;3.2832E-09;7.8345E-08;3.5037E-06;0.000020414;0.000022974;0.000011028;3.829E-09;4.5119E-10;0.000046693;2.8929E-06;MBA;0.53686
a0000015;2000015;    15 Eunomia;15;Eunomia;;N;N;5.2;231.689;0.248;2.234;JPL 78;2459000.5;59000;20200531;J2000;0.186177698;2.643689742;2.151493671;11.75361935;292.9347981;98.59525006;15.02560935;3.135885813;0.229291706;2458934.969;20200326.47;1570.052431;4.298569284;1.1949;465.019233;2.5613E-08;3.2641E-09;6.7519E-08;0.000002434;0.000013525;0.000015004;7.2088E-06;3.8718E-09;4.2465E-10;0.000031379;2.9078E-06;MBA;0.56426
a0000016;2000016;    16 Psyche;16;Psyche;;N;N;5.9;226;0.1203;23;89;2459000.5;59000;20200531;J2000;0.133531198;2.922775578;2.532493853;3.096560393;150.0407118;229.0267876;7.048517615;3.313057302;0.19724721;2458964.766;20200425.27;1825.120871;4.996908614;1.53586;597.7106362;2.9401E-08;6.8891E-09;8.5243E-08;3.7443E-06;0.000065178;0.000066846;0.000016099;7.809E-09;6.9738E-10;0.000081578;6.4528E-06;MBA;0.36732
a0000017;2000017;    17 Thetis;17;Thetis;;N;N;7.7;84.899;0.193;2.027;JPL 110;2459000.5;59000;20200531;J2000;0.133322728;2.470964691;2.141528938;5.592662174;125.5396698;135.9741481;45.07427258;2.800400444;0.253748956;2458822.867;20191205.37;1418.725047;3.884257487;1.13008;439.7932336;2.678E-08;3.1277E-09;6.6099E-08;2.9001E-06;0.00002613;0.000027587;9.7293E-06;3.5447E-09;4.8179E-10;0.000038206;2.6937E-06;MBA;0.54502
a0000018;2000018;    18 Melpomene;18;Melpomene;;N;N;6.6;139.594;0.181;2.452;JPL 108;2459000.5;59000;20200531;J2000;0.217505332;2.295708701;1.796379818;10.13158957;150.3651823;228.0776863;20.4621022;2.795037583;0.28335371;2458928.286;20200319.79;1270.496863;3.478430837;0.813814;316.7119944;2.9389E-08;2.295E-09;6.7281E-08;3.5689E-06;0.000019153;0.00002083;9.5212E-06;2.7942E-09;4.249E-10;0.000033548;1.9051E-06;MBA;0.42644
a0000019;2000019;    19 Fortuna;19;Fortuna;;N;N;7.3;200;0.037;;JPL 130;2459000.5;59000;20200531;J2000;0.15697472;2.442857074;2.05939027;1.572665329;211.0689729;182.2627447;300.3462316;2.826323878;0.258140999;2459231.59;20210117.09;1394.586684;3.81817025;1.06556;414.6839852;2.3374E-08;3.2847E-09;5.7242E-08;2.6088E-06;0.00010365;0.00010407;0.00001088;3.8003E-09;5.2065E-10;0.000042389;2.8128E-06;MBA;0.49527
a0000020;2000020;    20 Massalia;20;Massalia;;N;N;6.5;135.68;0.241;3.674;JPL 106;2459000.5;59000;20200531;J2000;0.142493783;2.409358167;2.066039607;0.708566914;206.0132179;257.3509375;222.4603219;2.752676727;0.263543328;2459522.386;20211103.89;1365.999295;3.739902245;1.08305;421.4905685;2.1719E-08;3.6765E-09;5.2489E-08;0.000002372;0.00018852;0.0001887;8.7216E-06;4.2003E-09;6.0321E-10;0.000033447;3.1266E-06;MBA;0.55935
a0000021;2000021;    21 Lutetia;21;Lutetia;;N;N;7.5;95.76;0.2212;4.1;JPL 107;2459000.5;59000;20200531;J2000;0.163389805;2.435272006;2.037373388;3.063966749;80.86663293;249.9973066;87.97582348;2.833170624;0.259347974;2458661.281;20190626.78;1388.096444;3.800400941;1.02901;400.4598217;2.9234E-08;3.7627E-09;7.1459E-08;3.6674E-06;0.000062945;0.000064149;0.000014295;4.3775E-09;6.0108E-10;0.000054712;3.2171E-06;MBA;0.38524
a0000022;2000022;    22 Kalliope;22;Kalliope;;N;N;6.5;167.536;0.166;3.053;JPL 99;2459000.5;59000;20200531;J2000;0.098049766;2.910347528;2.624988633;13.70173622;66.0046455;357.2564762;274.6358419;3.195706424;0.198512014;2459430.52;20210804.02;1813.492252;4.96507119;1.63844;637.6316948;3.5178E-08;6.7929E-09;1.0043E-07;3.7694E-06;0.000011838;0.000018896;0.000016423;7.459E-09;6.9501E-10;0.000083352;6.3492E-06;MBA;0.43346
a0000023;2000023;    23 Thalia;23;Thalia;;N;N;6.95;107.53;0.2536;2.2;JPL 93;2459000.5;59000;20200531;J2000;0.23475172;2.625114957;2.008864706;10.11400288;66.84479318;60.63247963;68.51282905;3.241365208;0.231729639;2458704.842;20190809.34;1553.534551;4.253345793;1.04616;407.1340872;2.9631E-08;4.3669E-09;7.8836E-08;0.000003574;0.000018832;0.000020215;7.8649E-06;5.392E-09;5.7822E-10;0.000033684;3.8765E-06;MBA;0.53314
a0000024;2000024;    24 Themis;24;Themis;;N;N;7.3;198;0.067;;JPL 115;2459000.5;59000;20200531;J2000;0.124421895;3.135384857;2.745274333;0.751651383;35.92039172;106.9819101;66.20951499;3.525495381;0.17752838;2458627.548;20190524.05;2027.844791;5.551936458;1.75798;684.1530766;2.7799E-08;6.7461E-09;8.7456E-08;3.0433E-06;0.00023361;0.00023393;0.000013106;7.5855E-09;5.7296E-10;0.000073278;6.5447E-06;MBA;0.51161
a0000025;2000025;    25 Phocaea;25;Phocaea;;N;N;7.8;61.054;0.35;2.463;JPL 99;2459000.5;59000;20200531;J2000;0.254895614;2.399561513;1.787923808;21.60666639;214.1202778;90.30961999;278.8823407;3.011199217;0.265158921;2459306.421;20210401.92;1357.676367;3.717115309;0.923068;359.2303736;2.8368E-08;3.1911E-09;6.7648E-08;3.1389E-06;8.1626E-06;0.000010512;6.9196E-06;4.0045E-09;5.2894E-10;0.00002647;2.7083E-06;MBA;0.44025
a0000026;2000026;    26 Proserpina;26;Proserpina;;N;N;7.5;94.8;0.1966;1.7;JPL 120;2459000.5;59000;20200531;J2000;0.089828319;2.655210373;2.416697289;3.562758698;45.77913563;193.5713965;196.7396739;2.893723457;0.227801023;2459717.18;20220517.68;1580.32653;4.326698234;1.40459;546.6242903;3.3396E-08;7.0614E-09;8.8044E-08;3.4411E-06;0.000070753;0.000075209;0.000027256;7.6957E-09;9.0874E-10;0.00012054;6.3042E-06;MBA;0.5143
a0000027;2000027;    27 Euterpe;27;Euterpe;;N;N;7;96;0.215;;JPL 110;2459000.5;59000;20200531;J2000;0.173130987;2.346231774;1.940026352;1.583696215;94.78724434;356.3779279;85.0623535;2.752437197;0.274250675;2458690.337;20190725.84;1312.667688;3.593888262;0.956641;372.295978;2.8645E-08;2.7672E-09;6.6989E-08;2.9509E-06;0.000098351;0.000098682;9.4194E-06;3.2463E-09;4.8519E-10;0.000034134;2.3223E-06;MBA;0.54191
a0000028;2000028;    28 Bellona;28;Bellona;;N;N;7.2;120.9;0.1763;3.4;JPL 105;2459000.5;59000;20200531;J2000;0.151782123;2.776153051;2.354782648;9.429957208;144.286937;344.0095153;358.7646029;3.197523455;0.213078174;2459006.298;20200605.8;1689.52077;4.625655769;1.37105;533.5715285;3.0273E-08;5.1133E-09;8.4691E-08;3.5674E-06;0.000015945;0.000018443;0.000010319;5.8894E-09;5.887E-10;0.000048434;4.6678E-06;MBA;0.54576
a0000029;2000029;    29 Amphitrite;29;Amphitrite;;N;N;5.9;189.559;0.216;1.129;JPL 145;2459000.5;59000;20200531;J2000;0.072959119;2.554818381;2.368421082;6.081867523;356.3358682;63.27357027;20.89746563;2.74121568;0.241359293;2458913.918;20200305.42;1491.552262;4.083647534;1.38747;539.9616999;2.8991E-08;3.9475E-09;7.418E-08;2.9352E-06;0.000030149;0.000038054;0.000022929;4.2355E-09;5.594E-10;0.000094968;0.000003457;MBA;0.55778
a0000030;2000030;    30 Urania;30;Urania;;N;N;7.5;92.787;0.192;2.04;JPL 110;2459000.5;59000;20200531;J2000;0.127728357;2.36508476;2.062996369;2.096022081;307.468645;87.31846225;137.5647324;2.667173152;0.270977985;2458492.84;20190109.34;1328.521207;3.637292833;1.07075;416.7037775;2.6939E-08;3.0886E-09;6.333E-08;3.0397E-06;0.000080542;0.00008158;0.000013118;3.4831E-09;5.308E-10;0.00004811;2.6024E-06;MBA;0.48702
a0000031;2000031;    31 Euphrosyne;31;Euphrosyne;;N;N;6.8;267.08;0.053;2.611;JPL 99;2459000.5;59000;20200531;J2000;0.219942091;3.158100281;2.463501101;26.28000542;31.09092835;61.62383237;157.3707674;3.85269946;0.175616452;2458104.395;20171216.9;2049.921834;5.612380107;1.57532;613.0672844;3.0311E-08;5.905E-09;9.554E-08;4.1637E-06;7.5956E-06;0.000012412;9.6951E-06;7.2037E-09;4.9255E-10;0.000053559;5.7494E-06;MBA;0.51228
a0000032;2000032;    32 Pomona;32;Pomona;;N;N;7.6;80.76;0.2564;1.6;JPL 106;2459000.5;59000;20200531;J2000;0.081634434;2.587221172;2.376014834;5.52163334;220.3867205;339.0706086;127.0513088;2.798427509;0.236839284;2458464.055;20181211.55;1520.018107;4.161582772;1.37386;534.6650962;4.4284E-08;8.1637E-09;1.1541E-07;4.8503E-06;0.000049944;0.00005821;0.000031038;8.8301E-09;1.121E-09;0.00013053;7.1944E-06;MBA;0.56598
a0000033;2000033;    33 Polyhymnia;33;Polyhymnia;;N;N;8.5;52.929;0.24;2.304;JPL 40;2459000.5;59000;20200531;J2000;0.331468949;2.874059607;1.921398089;1.852707895;8.459411056;338.4144877;62.91487089;3.826721125;0.20228348;2458689.477;20190724.98;1779.68067;4.872500124;0.914781;356.0053218;3.9586E-08;6.2143E-09;1.1259E-07;0.000004489;0.00012338;0.00012348;0.000006272;8.2742E-09;6.5607E-10;0.000030716;5.7721E-06;MBA;0.49143
a0000034;2000034;    34 Circe;34;Circe;;N;N;8.6;132.992;0.052;1.033;JPL 79;2459000.5;59000;20200531;J2000;0.10644525;2.686002507;2.400090298;5.497332187;184.343968;330.4944517;216.4433933;2.971914717;0.22389503;2459641.678;20220303.18;1607.896343;4.402180268;1.41137;549.2628629;2.2914E-08;5.0978E-09;6.128E-08;0.000002469;0.000034665;0.000038021;0.000015984;5.6404E-09;6.374E-10;0.000071841;4.5774E-06;MBA;0.48023
a0000035;2000035;    35 Leukothea;35;Leukothea;;N;N;8.6;103.055;0.066;1.201;JPL 53;2459000.5;59000;20200531;J2000;0.225308204;2.994191155;2.319575324;7.932409877;353.7187615;213.4265346;291.3024208;3.668806985;0.190232532;2459361.624;20210527.12;1892.420794;5.18116576;1.32064;513.9534688;3.0588E-08;6.4185E-09;9.2044E-08;3.6584E-06;0.000025028;0.000026202;0.000009103;7.8646E-09;6.1169E-10;0.000048443;0.000006085;MBA;0.45028
a0000036;2000036;    36 Atalante;36;Atalante;;N;N;8.5;132.842;0.036;0.532;JPL 91;2459000.5;59000;20200531;J2000;0.305101221;2.747268315;1.909073396;18.36902183;358.2052822;47.81236788;26.32019653;3.585463233;0.216447442;2458878.899;20200130.4;1663.221318;4.553651794;0.959687;373.4813898;4.7181E-08;7.2001E-09;1.311E-07;5.9948E-06;0.000012558;0.000015029;8.1795E-06;9.3969E-09;8.5091E-10;0.000037499;6.5385E-06;MBA;0.43355
a0000037;2000037;    37 Fides;37;Fides;;N;N;7.3;108.35;0.1826;1.9;JPL 124;2459000.5;59000;20200531;J2000;0.175645294;2.642047372;2.177984184;3.07092679;7.258070034;62.77227177;73.39732561;3.106110561;0.22950554;2458680.694;20190716.19;1568.589586;4.294564232;1.19434;464.8012978;3.0993E-08;4.068E-09;8.242E-08;3.7962E-06;0.000068478;0.000069441;0.000011744;4.7825E-09;5.3006E-10;0.000050993;3.6227E-06;MBA;0.52676
a0000038;2000038;    38 Leda;38;Leda;;N;N;8.5;92.255;0.055;0.49;JPL 107;2459000.5;59000;20200531;J2000;0.154741717;2.738640132;2.314858257;6.971279059;295.722236;169.2407835;91.97851652;3.162422008;0.217471135;2458577.554;20190404.05;1655.392103;4.532216571;1.3321;518.413357;3.6628E-08;6.0559E-09;1.0021E-07;3.9765E-06;0.000031529;0.000033698;0.000012326;6.993E-09;7.2134E-10;0.00005632;5.4908E-06;MBA;0.43828
a0000039;2000039;    39 Laetitia;39;Laetitia;;N;N;6.1;179.484;0.269;1.685;JPL 106;2459000.5;59000;20200531;J2000;0.111456827;2.768872117;2.460262418;10.37001347;156.9480424;209.3062766;26.96825619;3.077481817;0.213919181;2458874.433;20200125.93;1682.878546;4.607470351;1.46278;569.2700926;3.2551E-08;4.3878E-09;8.961E-08;3.5378E-06;0.000019397;0.000025052;0.000016868;4.8768E-09;5.0849E-10;0.000078783;4.0002E-06;MBA;0.41993
a0000040;2000040;    40 Harmonia;40;Harmonia;;N;N;7;111.251;0.22;0.391;JPL 117;2459000.5;59000;20200531;J2000;0.047191657;2.266890393;2.15991208;4.257392586;94.18886406;269.4974294;223.2722073;2.373868706;0.288774135;2459473.977;20210916.48;1246.649048;3.413139079;1.16168;452.0910056;2.8246E-08;2.5285E-09;6.416E-08;3.0347E-06;0.000041993;0.000053541;0.000033845;2.6479E-09;4.8316E-10;0.00011738;2.0858E-06;MBA;0.42757
a0000041;2000041;    41 Daphne;41;Daphne;;N;N;7.4;205.495;0.059;1.881;JPL 129;2459000.5;59000;20200531;J2000;0.275032292;2.761286297;2.001843398;15.78819191;178.0724825;45.93172821;220.2537875;3.520729196;0.214801306;2459651.084;20220312.58;1675.967464;4.588548841;1.02782;399.9967094;1.9515E-08;5.6756E-09;5.4456E-08;2.0119E-06;0.000008881;0.000010164;7.1537E-06;7.2365E-09;6.6226E-10;0.000035098;5.1672E-06;MBA;0.44541
a0000042;2000042;    42 Isis;42;Isis;;N;N;7.5;110.997;0.139;1.378;JPL 103;2459000.5;59000;20200531;J2000;0.223046779;2.442059509;1.897366001;8.514364926;84.19775734;237.2569036;306.8146322;2.986753018;0.258267471;2459206.431;20201222.93;1393.903765;3.81630052;0.900072;350.2810202;2.9693E-08;3.2417E-09;7.2587E-08;0.000003369;0.000021691;0.000022961;9.4996E-06;3.9647E-09;5.1425E-10;0.000037034;2.7755E-06;MBA;0.54581
a0000043;2000043;    43 Ariadne;43;Ariadne;;N;N;7.9;71.34;0.234;1.254;JPL 114;2459000.5;59000;20200531;J2000;0.168434577;2.203158413;1.832070357;3.471363185;264.8093082;16.34933292;258.3900063;2.57424647;0.301394613;2459337.633;20210503.13;1194.44736;3.270218643;0.815921;317.5319756;3.4509E-08;3.3132E-09;7.6144E-08;0.000003994;0.00006413;0.000065247;0.000013435;3.8713E-09;6.7987E-10;0.000044896;2.6944E-06;MBA;0.53063
a0000044;2000044;    44 Nysa;44;Nysa;;N;N;6.9;70.64;0.482;4;JPL 117;2459000.5;59000;20200531;J2000;0.14799278;2.424859145;2.0659975;3.710079489;131.494749;343.8645059;186.5544324;2.78372079;0.261020309;2459664.991;20220326.49;1379.203027;3.776052093;1.08264;421.3310088;3.32E-08;3.8239E-09;8.0212E-08;3.6739E-06;0.000052044;0.000053257;0.000012028;4.3898E-09;6.1743E-10;0.000046519;3.2624E-06;MBA;0.56302
a0000045;2000045;    45 Eugenia;45;Eugenia;;N;N;7.5;202.327;0.045;2.168;JPL 107;2459000.5;59000;20200531;J2000;0.084164523;2.719269795;2.490403749;6.605580976;147.6001805;87.79616669;126.6509968;2.948135841;0.219798956;2458424.287;20181101.79;1637.86037;4.484217305;1.49003;579.8749751;3.21E-08;5.7061E-09;8.8326E-08;3.3898E-06;0.000031194;0.000037393;0.000020616;6.1863E-09;6.9183E-10;0.00009357;5.1553E-06;MBA;0.4876
a0000046;2000046;    46 Hestia;46;Hestia;;N;N;8.5;131.471;0.046;0.737;JPL 157;2459000.5;59000;20200531;J2000;0.172301751;2.525194782;2.090099299;2.350036609;181.0771721;177.383031;168.1565817;2.960290266;0.245618881;2458315.876;20180716.38;1465.685366;4.012827834;1.08634;422.7709378;2.889E-08;3.8516E-09;7.2552E-08;3.0059E-06;0.000081015;0.000081676;0.00001189;4.5152E-09;5.6195E-10;0.000047856;3.3533E-06;MBA;0.49585
a0000047;2000047;    47 Aglaja;47;Aglaja;;N;N;8.1;168.174;0.082;1.222;JPL 115;2459000.5;59000;20200531;J2000;0.129947004;2.88227373;2.507730894;4.974553597;3.066450851;314.8373121;132.705722;3.256816565;0.201419373;2458341.647;20180811.15;1787.315666;4.893403602;1.49781;582.9027177;2.9953E-08;7.0616E-09;8.667E-08;0.000003835;0.000039768;0.000042804;0.000016526;7.9792E-09;7.4022E-10;0.000081432;6.5684E-06;MBA;0.4514
a0000048;2000048;    48 Doris;48;Doris;;N;N;7.1;216.473;0.065;4.757;JPL 171;2459000.5;59000;20200531;J2000;0.072263574;3.109514977;2.884810311;6.547932948;183.5526368;252.8414897;141.5085436;3.334219643;0.179748425;2458213.241;20180404.74;2002.799186;5.483365328;1.90855;742.7504035;2.808E-08;7.2863E-09;8.6753E-08;3.0468E-06;0.000028409;0.000036585;0.000023204;7.8128E-09;6.3178E-10;0.00012887;7.0395E-06;MBA;0.51614
a0000049;2000049;    49 Pales;49;Pales;;N;N;7.8;166.252;0.048;2.166;JPL 82;2459000.5;59000;20200531;J2000;0.221379014;3.097694335;2.411929818;3.201813251;285.0550532;112.9573006;312.0438784;3.783458853;0.180778272;2459265.776;20210220.28;1991.389758;5.452128017;1.4218;553.321906;3.5447E-08;7.66E-09;1.0739E-07;3.7808E-06;0.000070801;0.000071372;9.5329E-06;9.3557E-09;6.7054E-10;0.000053133;7.3865E-06;MBA;0.52237
a0000050;2000050;    50 Virginia;50;Virginia;;N;N;9.2;84.074;0.05;0.242;JPL 110;2459000.5;59000;20200531;J2000;0.285862092;2.649431522;1.892059484;2.837908581;173.5208681;200.0119462;250.0164934;3.406803559;0.228546737;2459481.73;20210924.23;1575.170158;4.312580858;0.89299;347.5249183;2.8708E-08;3.9952E-09;7.5953E-08;3.4042E-06;0.000067655;0.000067892;7.2921E-06;5.1372E-09;5.1695E-10;0.000032654;3.5629E-06;MBA;0.47412
a0000051;2000051;    51 Nemausa;51;Nemausa;;N;N;7.6;138.159;0.105;0.966;JPL 119;2459000.5;59000;20200531;J2000;0.067771081;2.364959451;2.204683594;9.978931794;175.9651765;2.252285928;204.7830982;2.525235309;0.270999522;2459573.257;20211224.76;1328.415625;3.637003765;1.20845;470.2924865;1.8596E-08;2.4322E-09;4.4279E-08;2.0632E-06;0.000015914;0.000027081;0.000021844;2.5971E-09;4.1806E-10;0.00008063;2.0493E-06;MBA;0.46794
a0000052;2000052;    52 Europa;52;Europa;;N;N;6.4;303.918;0.057;3.501;JPL 100;2459000.5;59000;20200531;J2000;0.110441969;3.094249387;2.752514392;7.478465253;128.6006928;343.366455;309.8657103;3.435984382;0.181080258;2459277.362;20210303.86;1988.068743;5.443035573;1.77;688.8309;2.7515E-08;6.5191E-09;8.5068E-08;2.8194E-06;0.00002208;0.000025393;0.000012748;7.239E-09;5.7226E-10;0.000070723;6.2828E-06;MBA;0.51353
a0000053;2000053;    53 Kalypso;53;Kalypso;;N;N;8.9;97.262;0.031;0.636;JPL 160;2459000.5;59000;20200531;J2000;0.204808142;2.618931682;2.082553151;5.171677858;143.517931;313.4848824;157.2710311;3.155310214;0.23255079;2458324.213;20180724.71;1548.048922;4.238326959;1.10331;429.3751527;3.2639E-08;4.9899E-09;8.573E-08;4.3082E-06;0.000041764;0.000042564;9.0069E-06;6.0119E-09;6.6462E-10;0.000037523;4.4243E-06;MBA;0.46115
a0000054;2000054;    54 Alexandra;54;Alexandra;;N;N;7.8;160.12;0.041;0.635;JPL 169;2459000.5;59000;20200531;J2000;0.197302575;2.71102796;2.176135163;11.79820863;313.2467646;345.0504794;106.624266;3.245920757;0.220802039;2458517.605;20190203.1;1630.419729;4.463845938;1.16282;452.5346594;3.6079E-08;6.5422E-09;9.8474E-08;4.1809E-06;0.000017869;0.000020191;0.000010985;7.833E-09;7.9925E-10;0.00004903;5.9017E-06;MBA;0.463
a0000055;2000055;    55 Pandora;55;Pandora;;N;N;7.7;84.794;0.204;2.501;JPL 73;2459000.5;59000;20200531;J2000;0.143246422;2.760437589;2.365014782;7.17940419;10.36964233;5.385958668;86.99154515;3.155860397;0.214900376;2458595.701;20190422.2;1675.194837;4.586433503;1.36622;531.6918374;3.0173E-08;5.7313E-09;8.3934E-08;3.5583E-06;0.000028919;0.000031777;0.000013955;6.5523E-09;6.6927E-10;0.000064604;5.2171E-06;MBA;0.34422
a0000056;2000056;    56 Melete;56;Melete;;N;N;8.5;121.333;0.057;0.947;JPL 109;2459000.5;59000;20200531;J2000;0.238393693;2.596709989;1.977670705;8.080138426;192.9749877;104.9898161;340.841858;3.215749274;0.235542294;2459081.836;20200820.34;1528.387932;4.184498103;0.981015;381.7816076;3.2054E-08;4.7443E-09;8.3522E-08;3.9802E-06;0.000026373;0.000027622;0.000009225;5.8754E-09;6.4552E-10;0.00003922;4.1887E-06;MBA;0.46224
